context,question,answer,url
"TIG General Meeting of Shareholders: The plan increased by 24%, issued an additional 282 million shares to increase capital At the 2024 annual shareholder meeting of Thang Long Investment Group Joint Stock Company (HNX: TIG) on May 13, the Congress approved a 24% profit plan compared to 2023.More than 282 million shares through 3 options are dividends, issued to existing shareholders, and private offering. TIG said that in 2023, witnessing the economic situation and the real estate industry face many fluctuations, with risks of geopolitical, macro policies ... the situation of investors selling losses and discounts takes place.With high frequency.According",When was the 2024 annual shareholder meeting of Thang Long Investment Group Joint Stock Company (HNX: TIG) held?,May 13.,https://vietstock.vn/2024/05/dhdcd-tig-ke-hoach-lai-tang-24-phat-hanh-them-282-trieu-cp-de-tang-von-737-1189747.htm
"(ĐTCK) JSC Tien Len Group (code TLH - HOSE) dismissed the position of General Director for Ms. Pham Thi Hong, and elected Ms. Hong to the Board of Directors for the term 2020 - 2024. Steel advanced to appoint Ms. Pham Thi Hong to hold a member of the Board of Directors - Vice Chairman of the Board of Directors for the term 2020 - 2024, the appointment period from May 18, 2024;And appointing Mr. Le Xuan Sac to hold an independent member of the Board of Directors, term 2020 - 2024, the appointment period from May 18. Earlier on",When was Ms. Pham Thi Hong appointed as Vice Chairman of the Board of Directors for the term 2020 - 2024?,"May 18, 2024.",https://www.tinnhanhchungkhoan.vn/ba-pham-thi-hong-khong-con-la-tong-giam-doc-thep-tien-len-tlh-sau-hon-14-nam-post345609.html
"(ĐTCK) has just been transferred to limited transactions due to delayed submission of auditing reports 2023, Thien Nam Import Export Trading Joint Stock Company (Thien Nam Group, code TNA - HOSE)Ms. Le Thi Thanh Thao instead of Mr. Pham Viet Dat. On May 20, Thien Nam Group passed the position of Chief Accountant for Mr. Pham Viet Dat since May 22 and at the same time, appointing Ms. Le Thi Thanh Thao (born in 1984) instead. In particular, Mr. Pham Viet Dat (born in 1974) had an application to resign according to his personal aspirations, Mr. Dat was appointed to","Who was appointed as Chief Accountant of Thien Nam Group on May 22, 2023?",Ms. Le Thi Thanh Thao.,https://www.tinnhanhchungkhoan.vn/thien-nam-group-tna-thay-ke-toan-truong-post345685.html
"TTF explained the coercion of nearly 23 billion dong Representative of Truong Thanh Wood Industry Group Joint Stock Company (HOSE: TTF) said that TTF had a dispatch to the Binh Duong Provincial Tax Department on the plan to pay the remaining VND 23 billion based on working capital and the plan.Export tax. Photo: TTF On May 16, Truong Thanh Wood received the decision of the Tax Department of Binh Duong Province on enforcing the implementation of administrative decisions on tax administration by making money from the company's account of nearly 23 billion dong. Mr. Tran Ngoc Giap, who authorized to",Who is the representative of Truong Thanh Wood Industry Group Joint Stock Company (HOSE: TTF)?,Mr. Tran Ngoc Giap.,https://vietstock.vn/2024/05/ttf-phan-tran-viec-bi-cuong-che-thue-gan-23-ty-dong-737-1191412.htm
"(ĐTCK) Recently, the Branch operates and maintains the power plant (POM) - the affiliated unit of the Electrical Construction Consulting Joint Stock Company 2 - PECC2 (Code TV2) has joined Gunkul Vietnam JSC to sign a new contract. Accordingly, POM will be an operating and maintenance service provider (O&M) for 3 solar power plants and 1 110 kV cutting station in Tay Ninh province.Three solar power plants include: Tan Chau 1 Power Plant (50 MWP), Tri Viet Solar Power Plant (30 MWP) and Asian Polytechnic Solar Power Plant 1 (30 MWP). Earlier, Gunkul and Pom have cooperated in Phong Dien",Which companies signed a new contract for operating and maintaining solar power plants in Tay Ninh province on October 2023?,The Branch of Electrical Construction Consulting Company 2 and Gunkul Vietnam JSC.,https://www.tinnhanhchungkhoan.vn/tu-van-xay-dung-dien-2-tv2-co-them-hop-dong-van-hanh-3-nha-may-dien-mat-troi-tai-tay-ninh-post345477.html
"TVB market price increased by 50% from the beginning of the year, the parent company wants to increase ownership to more than 55% At Tri Viet Securities Joint Stock Company (HOSE: TVB), the parent company is Tri Viet Asset Management Group Joint Stock Company (HNX: TVC) registered to buy 3.2 million TVB shares from May 22, 20-20/2024. The purpose of trading is to raise TVC's ownership from 58.6 million shares (52.28%) to 61.8 million shares, equivalent to 55.14% of TVB's capital.Temporarily calculated at TVB closing price session 20/05 is VND 8,250/share, it is estimated that the parent company needs to","What is the percentage increase TVC aims for in its ownership of TVB by May 20, 2024?",From 52.28% to 55.14%.,https://vietstock.vn/2024/05/thi-gia-tvb-tang-50-tu-dau-nam-cong-ty-me-muon-tang-so-huu-len-hon-55-739-1191473.htm
"Mr. Pham Thanh Tung's younger sister resigned with the member of the Board of Directors of TVB On May 20, Tri Viet Securities Joint Stock Company (HOSE: TVB) received an application for a member of the Board of Directors for the term 2023-2028 of Ms. Pham Thanh Hoa. In the application, Ms. Hoa wrote for personal reasons, so she could not continue to hold the position of members of the Board of Directors of TVB.At the same time, she said that after exchanging and discussing with Mr. Pham Thanh Tung (Mrs. Hoa's brother, former Chairman of TVB's Board of Directors),",When did Ms. Pham Thanh Hoa resign from the Board of Directors of TVB?,May 20.,https://vietstock.vn/2024/05/em-gai-ong-pham-thanh-tung-tu-nhiem-thanh-vien-hdqt-tvb-214-1191736.htm
"TVS closed the right to share stock dividends at the rate of 10% On June 4, Thien Viet Securities Joint Stock Company (HOSE: TVS) will close the right to dividend in 2023 by shares. TVS is expected to issue nearly 15.2 million shares to pay dividends, equivalent to 10% of the implementation rate (100 shares receive 10 new shares).The total issuance value at the face value of nearly VND 152 billion.Capital issued from unprocessed after -tax profit. If successful, TVS's equity will increase from VND 1,58 billion to nearly VND 1,670 billion. Earlier, on March 25, the company ended the",When will Thien Viet Securities Joint Stock Company close the right to dividend in 2023 by shares?,June 4.,https://vietstock.vn/2024/05/tvs-chot-quyen-chia-co-tuc-co-phieu-ty-le-10-738-1191762.htm
"USD price is lightweight Last week (May 6-10, 2024), the USD price increased slightly in the international market when judgments from the US Federal Reserve officials (Fed) showed that interest rates may be higher for a long time.than. On the international market, the USD-Index increased by 0.23 points compared to the previous week, to 105.31 points. The USD price recovers lightly when the comments from Fed officials show that interest rates may be higher for a longer period. Accordingly, the Fed President of Atlanta, Raphael Bostic said that inflation may slow down according to the current monetary policy, so the","What did Fed President Raphael Bostic comment about inflation according to the monetary policy as of May 6-10, 2024?",He said that inflation may slow down according to the current monetary policy.,https://vietstock.vn/2024/05/gia-usd-hoi-nhe-757-1189311.htm
"The USD price ""collapsed"" strongly On the morning of May 16, the USD price dropped sharply in the international market after the data showed that the US inflation cooled slightly in April 2024, increasing the expectation of the US Federal Reserve (Fed) to relax soon.Monetary policy. On the international market, the USD-Index index lost 105 points, down 1.15 points compared to last weekend, to 104,164 points. According to the report of the US Labor Service on May 15, the consumer price index (CPI) increased by 0.3% compared to the previous month, lower than the forecast of 0.4% of the experts",What caused the USD price to drop sharply on the morning of May 16?,US inflation data showed a slight cool in April 2024.,https://vietstock.vn/2024/05/gia-usd-sup-manh-757-1190434.htm
"The dollar fell strongly Last week (May 13-17, 2024), the USD price plunged strongly in the international market when inflation cooled down to strengthen the trust of investors that the US Federal Reserve (Fed) will soon lower interest.capacity. In the international market, USD-Index decreased by 0.81 points after 1 week, to 104.5 points, the lowest level in more than 1 month. The dollar fell strongly after the consumer price report (CPI) in April 2024 was announced by the US Labor Service Department. Specifically, the consumer price index (CPI) increased by 0.3% compared to the previous month, lower than the forecast","What was the main reason for the dollar's strong fall from May 13-17, 2024?","Inflation cooled, leading to expectations that the Fed will lower interest rates.",https://vietstock.vn/2024/05/dong-usd-rot-gia-manh-757-1191197.htm
"Vietnam Import and Export Report is the official document of the Ministry of Industry and Trade on the import and export situation of each group of goods and markets, the situation of taking advantage of opportunities from FTA and the management of import and export activities. On the morning of May 16, the Ministry of Industry and Trade published a report on Vietnam's import and export in 2023. The announcement ceremony was within the framework of the seminar 'Application of technology to develop modern and sustainable e -commerce and logistics industry'.. This is the 8th consecutive year, the Ministry of",When did the Ministry of Industry and Trade publish the report on Vietnam's import and export in 2023?,"On the morning of May 16, 2023.",https://www.tinnhanhchungkhoan.vn/cong-bo-bao-cao-xuat-nhap-khau-nam-thu-8-lien-tiep-post345344.html
"Vietnam Disinfectance Joint Stock Company (stock code VFG) has just announced the 1 -20024 quarter financial statements with net revenue reaching nearly 966 billion dong, up 40% over the same period last year.Deducting costs, VFG net profit 78.7 billion dong, up 38% compared to the first quarter of 2023. This is the second highest profit in the history of this business, after the record number achieved in the last quarter of 2023. According to the explanation, due to the conditions of some dollar agricultural products of Vietnam such as rice, durian, coffee, etc., enterprises strengthen activities to serve the sales,",What was the net revenue of Vietnam Disinfectance Joint Stock Company (VFG) in the first quarter of 2024?,Nearly 966 billion dong.,https://cafef.vn/cuoc-chia-tay-cua-loc-troi-voi-syngenta-gop-phan-tao-nen-cu-nhay-vot-ve-loi-nhuan-va-gia-co-phieu-cua-mot-cong-ty-thuoc-tru-sau-188240508111409852.chn
"Viglacera is expected to rent 173 hectares of industrial park in 2024, net profit in the first quarter In 2024, Viglacera Corporation - JSC (HOSE: VGC) set a cautious business plan with the target of 1,110 billion dong before tax, down 31% compared to 2023;Expected to rent about 173ha of industrial park land (IZ). According to the 2024 Annual General Meeting of Shareholders, Viglacera plans 2024 with a total revenue of 13,353 billion VND, an increase of 1% compared to the previous year;Pre -tax profit of VND 1,110 billion, down 31%. Business results of VGC from 2019-2023 Regarding this year's",What is the target pre-tax profit for Viglacera Corporation in 2024?,"VND 1,110 billion.",https://vietstock.vn/2024/05/viglacera-du-kien-cho-thue-173ha-dat-kcn-nam-2024-lai-rong-quy-1-tang-nhe-737-1188561.htm
"On June 5, Viettel International Investment Joint Stock Corporation (Viettel Global, VGI code) will hold the 2024 annual General Meeting of Shareholders in Ho Chi Minh City.Hanoi.The meeting documents have been published. Accordingly, Viettel Global submitted to shareholders through the 2024 plan with a total revenue of 31,746 billion and the consolidated MAD of 5,477 billion, of which the profit increased by 41% compared to the previous year. According to Viettel Global, the interest rate of 2024 increases sharply thanks to the expected profits of the investment markets will increase sharply and reduce the provision setup at the parent company,",When and where will Viettel Global hold the 2024 annual General Meeting of Shareholders?,On June 5 in Ho Chi Minh City.,https://cafef.vn/chem-che-top-3-cong-ty-gia-tri-nhat-san-chung-khoan-viettel-global-bat-ngo-he-lo-muc-tieu-xoa-lo-luy-ke-nghin-ty-trong-nam-2024-188240516145259806.chn
"The April revenue of VHC increased by 25% Vinh Hoan Joint Stock Company (HOSE: VHC) reported in April reached VND 1,091 billion, up 25% over the same period.In the first 4 months of the year reached 3,902 billion dong. The main item is Pangasius with a turnover of 635 billion dong in April, up 22% over the same period.Other mixed products and rice products increased by 112% and 141% respectively, reaching 205 billion and 42 billion.Revenue from collagen and gelatin reached 75 billion dong, up 36%;Selling puffed cakes recorded 30 billion dong, up 65%. In contrast, byproducts and added value",What was the revenue increase percentage for Vinh Hoan Joint Stock Company (HOSE: VHC) in April?,25%.,https://vietstock.vn/2024/05/doanh-thu-thang-4-cua-vhc-tang-25-737-1189735.htm
"Net profit in the first quarter of 2024 VHC goes back 23% Due to the decrease in the price of pangasius products, the net profit in the first quarter of Vinh Hoan JSC (HOSE: VHC) goes back 23% over the same period, nearly 170 billion dong. Business results in the first quarter of 2024 of VHC ĐVT: billion dong Source: vietstockfinance Specifically, the Consolidated Model of the first quarter of the VHC recorded a net revenue of nearly VND 2,856 billion, an increase of 29% over the same period.However, the cost of goods sold increased by 41%, making gross profit",What was the net revenue of Vinh Hoan JSC (HOSE: VHC) in the first quarter of 2024?,"Nearly VND 2,856 billion.",https://vietstock.vn/2024/05/lai-rong-quy-12024-cua-vhc-di-lui-23-737-1189931.htm
"(DTCK) In the April revenue structure of Vinh Hoan Joint Stock Company (VHC code), Pangasius is still a key product, reaching 635 billion VND, up 22% over the same period and accounting for 58% of revenue. Vinh Hoan has just announced the revenue report in April 2024 with a turnover of VND 1,091 billion, up 25% over the same period.In particular, pangasius brought 635 billion dong, up 22%;Other products brought in 205 billion dong, up 112%;Collagen and Gelatin reached VND 75 billion, up 36%;Products from rice reached 42 billion dong, up 141% and selling to 30 billion dong, up 65%.",What was the revenue from collagen and gelatin for Vinh Hoan Joint Stock Company in April 2024?,VND 75 billion.,https://www.tinnhanhchungkhoan.vn/vinh-hoan-vhc-ghi-nhan-1091-ty-dong-doanh-thu-trong-thang-4-tang-25-post345119.html
"According to information from the Hanoi Stock Exchange (HNX), Vinhomes Joint Stock Company (Code: VHM) has just announced the successful issuance of VHMB2426004 bonds with a total value of VND 2,000 billion. This bond is issued in the domestic market, volume of 20,000 bonds with a face value of VND 100,000/bond.The total issuance value is VND 2,000,000 billion.The bond lot was issued on April 25, 20024 and was completed on May 9, 2024 with a 24 -month term, maturity on April 25, 2026. Also in April, VHMB2426003 bond lot was also successfully issued with a total value of VND 2,000",When was the VHMB2426004 bond issued?,"April 25, 2024.",https://cafef.vn/chi-hon-1-thang-vinhomes-vhm-da-huy-dong-thanh-cong-8000-ty-dong-trai-phieu-lai-suat-12-nam-188240510162739017.chn
"Large capitalization shares help VN-Index increase points Two market indicators continue to recover in the trading week 06-10/05/2024.VN-Index increased by 1.94% compared to the previous trading week, to 1,244.7 points.HNX-Index increased by 3.27%, ending the week at 235.68 points. The liquidity of the stock market in the week increased well.On HOSE, the average matching weight increased by 32%, to nearly 799 million shares/session.For HNX, the average liquidity increased by 53%, reaching nearly 90 million shares/session. Last week, the market received a lot of information as the US Department of Trade organized an online hearing to listen to the views on",By how much did the VN-Index increase in the trading week of 06-10/05/2024?,1.94%.,https://vietstock.vn/2024/05/co-phieu-von-hoa-lon-giup-vn-index-tang-diem-830-1189305.htm
"Vincom Retail wants to pour more than 3.6 trillion to establish a real estate company Vincom Retail Joint Stock Company (HOSE: VRE) on May 16 said it would set up a real estate company with a charter capital of more than VND 3,620 billion. The company is expected to be called Vincom NCT Real Estate Co., Ltd., which can be located at 54A Nguyen Chi Thanh, Lang Thuong Ward, Dong Da District, Hanoi (TNR Tower Building or Vincom Center Nguyen Chi Thanh).In particular, VRE will hold 99.99% of Vincom NCT. Also on May 16, VRE Board of Directors had a","What is the expected name of the real estate company that Vincom Retail plans to set up as announced on May 16, 2023?","Vincom NCT Real Estate Co., Ltd.",https://vietstock.vn/2024/05/vincom-retailmuon-rot-hon-36-ngan-ty-thanh-lap-cong-ty-bat-dong-san-737-1190896.htm
"Which stock helps VN-Index increase the fourth week in a row? Two market indicators have spent a trading week (May 13-17, 2024) full of excitement.VN-Index added the 4th consecutive gain, to 1,273.11 points (up 2.28%).HNX-Index ended the week at 241,54 points, an increase of 2.49% compared to the previous trading week. The whole stock market last week maintained relatively high levels.On HOSE, the average matching weight each increased slightly by 2%, to nearly 817 million shares/session.For HNX, the average liquidity increased by 11%, reaching more than 99 million shares/session. The market is in a low -lying stage, so there is","What was the VN-Index at the end of the trading week on May 17, 2024?","1,273.11 points.",https://vietstock.vn/2024/05/co-phieu-nao-giup-vn-index-tang-tuan-thu-4-lien-tiep-830-1191198.htm
"Technical analysis in the afternoon of May 14: Psychological confusion is existing VN-Index and HNX-Index simultaneously increased with the volume of transactions that did not have a clear improvement in the morning, showing the psychological psychological psychologically of investors. Technical signals of VN-Index In the morning session on May 14, 2024, VN-Index increased with the volume of transactions that did not have a clear improvement in the morning, showing that the psychology of the private house was quite confused. Currently, the index is still testing the 50-day SMA line (equivalent to 1,245-1,255 points) in the context of the MACD indicator","What was the state of investor psychology in the VN-Index during the morning session on May 14, 2024?",Investors were quite confused.,https://vietstock.vn/2024/05/phan-tich-ky-thuat-phien-chieu-2205-tam-ly-phan-van-van-dang-dien-ra-585-1192066.htm
"Ms. Le Hoang Nhu Uyen (Photo: Vinatrans) On 13/5, Vietnam Foreign Trade Foreign Land Delivery Joint Stock Company (Vinatrans, Ticker: Vin) received an application for a resignation of Ms. Le Hoang Nhu Uyen - Member of the Board of Directors and General Director of the Company. In the resignation application, Ms. Uyen resigned from June 17, 2024 on the grounds that the working environment was too unstable, no longer suitable for working and devoting more strength to the company. In the application, she also shared that she was satisfied and made a great honor to work at Vinatrans for more",When did Ms. Le Hoang Nhu Uyen submit her resignation application at Vinatrans?,On 13/5.,https://cafef.vn/tong-giam-doc-mot-doanh-nghiep-nha-nuoc-xin-nghi-viec-vi-moi-truong-lam-viec-qua-nhieu-bat-on-188240517143418869.chn
"VMA closed 10% dividend rights Vinacomin Automotive Industry - UPCOM (UPCOM: VMA) announced the right to pay dividends for 2023 in cash.The unpaid trading date is May 21, 2024. VMA has only 2.7 million shares in circulation, with a 10% implementation rate (1 share is received 1,000 VND), estimated enterprises need to spend 2.7 billion to complete the share of shareholders.It is expected that VMA shareholders will receive dividends on May 30, 2024. The two largest shareholders of VMA are Kamaz Foreign Trade Joint Stock Company (owning more than 1 million shares, equivalent to 37.64% of charter capital) and state",When is the unpaid trading date for VMA's dividend rights in 2024?,"May 21, 2024.",https://vietstock.vn/2024/05/vma-chot-quyen-chi-co-tuc-ty-le-10-738-1189716.htm
"After a long period of disease interrupted by epidemics and a number of other factors, in 2024, the Vietnam Motor Show was held from 23 to 27/10/2024 at the Saigon Fair and Exhibition Center. This year VMS was first attended the presence of motorbike booths from Honda, SYM and Yamaha Motor, promising to bring a diverse choice for customers. Vietnam Motor Show (VMS) is still organized by the Vietnam Automobile Manufacturers Association (VAMA) in collaboration with a group of genuine Vietnamese automobile importers (VIVA). This exhibition will be an opportunity for consumers in Vietnam to admire the latest car models",When was the Vietnam Motor Show 2024 held?,From 23 to 27/10/2024.,https://www.tinnhanhchungkhoan.vn/vietnam-motor-show-tai-xuat-post344946.html
"(ĐTCK) On May 17, the State Securities Commission (SSC) issued a notice of granting a certificate of registration for the public to the public to VNDirect Securities Joint Stock Company (code VND - HOSE Floor). VNDirect stock is expected to offer nearly 244 million shares to existing shareholders at a ratio of 5: 1, corresponding to shareholders owning 5 shares will have the right to buy a new share, the offering price is 10,000 VND/ VNDshare.With this plan, the securities company estimated to earn nearly 2,440 billion dong, in order to increase the size of operating capital. In addition, VNDirect",When did the State Securities Commission issue a notice of granting a certificate of registration for VNDirect Securities Joint Stock Company?,On May 17.,https://www.tinnhanhchungkhoan.vn/chung-khoan-vndirect-vnd-chao-ban-244-trieu-co-phieu-de-huy-dong-2440-ty-dong-tu-co-dong-post345445.html
"VNG JSC (UPCoM: VNZ) has just announced the 2023 audit financial statements, of which revenue reached VND 7,593 billion - down 12% compared to the independent report.In the revenue structure, the main contribution is still an online game service segment with 5,482.5 billion dong, increasing slightly over the same period.Online advertising service reaches 916 billion, value added service.Telecommunications network and Internet nearly 972 billion. Except for the cost of capital, gross profit reached VND 2,288 billion - down nearly VND 1,000 billion compared to the independent report. The costs did not change significantly, VNG Thuan from the business activities of",What was VNG JSC's revenue in 2023 according to the audit financial statements?,"VND 7,593 billion.",https://cafef.vn/vi-dau-lo-rong-cua-ong-chu-zalo-tang-vot-tu-540-ty-len-hon-2100-ty-sau-kiem-toan-188240514165858397.chn
"According to information from Nikkei Asia, ""technology unicorn"" VNG has become NVIDIA's cloud computing partner (Cloud).This is one of the activities to enhance the Asian connection of the American chip manufacturer a few months after Nvidia Jensen Huang CEO has a visit. VNG representative told Nikkei Asia that they were equipped with a data center in Thailand with 1,000 NVIDIA graphics processing units, artificial intelligence storage and other software services for customers to use the product.of Nvidia. Known for the chat application that defeated Facebook in Vietnam, Zalo, the startup company in Ho Chi Minh City has had offices in",When did NVIDIA's CEO visit to enhance the Asian connection with VNG?,A few months before the partnership announcement.,https://cafef.vn/sau-fpt-tap-doan-san-xuat-chip-nvidiq-tri-gia-2000-ty-usd-tiep-tuc-hop-tac-voi-ky-lan-cong-nghe-vng-188240515144517675.chn
"VNG JSC (stock code: VNZ) has just announced the 2023 audit financial statements, of which net revenue reached VND 7,593 billion - down 12% compared to the independent report.The company's net loss in 2023 was over VND 2,100 billion, twice as much as last year's figure.Compared to the independent report to 540 billion, the number of net losses increased by 4 times. VNG also first announced the details of its business departments.Despite investing in many other businesses, online games (online games) are still the main source of contribution to VNG's revenue and profit. According to VNG's financial statements, the online",What was VNG JSC's net revenue in 2023 according to the audit financial statements?,"VND 7,593 billion.",https://cafef.vn/dang-sau-muc-lo-ky-luc-2100-ty-cua-ong-chu-zalo-4-5-mang-kinh-doanh-chu-chot-deu-lo-loi-nhuan-tu-game-online-cung-sut-giam-dang-ke-188240515012017378.chn
"Vinasun's shares were sold with a record volume In the session on May 14, VNS stock code of Anh Duong Vietnam Joint Stock Company (Vinasun) suddenly had an extremely deep decline even though the previous session recorded an increase of 1.44% and the session on 9/on 9/These 5 codes increase the ceiling. Along with a strong reduction, this stock was sold with a record volume, the matching volume up to more than 2.7 million shares, the highest since listing.The selling force mainly comes from foreign investors with a net selling volume of nearly 2 million units. Highly likely that Tael",What was the record trading volume of Vinasun's shares on May 14?,More than 2.7 million shares.,https://cafef.vn/mot-ma-co-phieu-bi-ban-thao-manh-chua-tung-co-trong-lich-su-hoat-dong-vi-dau-nen-noi-188240515104832191.chn
"(ĐTCK) On May 14, Tael Two Partners, major shareholders of Anh Duong Vietnam Joint Stock Company - Vinasun (VNS code) successfully sold 2 million shares even after only 2 days, the resume2024 of VNS. Tael Two Partners said the purpose of divestment is to structure the portfolio.After the transaction, the foreign fund from the Cayman Islands has reduced its ownership at VNS from more than 11.28 million shares, the rate of 16.63% to 9.28 million shares, 13.68%. On May 14, VNS's transaction data recorded strong selling force, the matching volume of more than 2.7 million units caused stocks to reduce",What was the purpose of Tael Two Partners' divestment of Vinasun shares on May 14?,To structure the portfolio.,https://www.tinnhanhchungkhoan.vn/vinasun-vns-khong-can-co-tuc-quy-ngoai-ban-ra-2-trieu-co-phieu-vns-truoc-ngay-chot-quyen-post345677.html
"Vietnam Stock Exchange (VNX) has announced the results of the implementation of the business plan in the first quarter of 2024 with total revenue and profit after tax of 575 billion VND.It is estimated that on average in the first quarter of 2024, VNX earned more than 6 billion dong. Most of VNX's revenue comes from capital investment activities in subsidiaries, of which the Ho Chi Minh Stock Exchange (HOSE) contributes nearly 449 billion VND and Hanoi Stock Exchange (HNX) to contributenearly 124 billion.In addition, financial activities bring nearly 12 billion dong and professional activities to bring 630 million dong.",How much revenue and profit after tax did the Vietnam Stock Exchange (VNX) report for the first quarter of 2024?,575 billion VND.,https://cafef.vn/binh-quan-moi-ngay-so-giao-dich-chung-khoan-viet-nam-vnx-lai-hon-6-ty-188240511090215925.chn
"Vietnam Stock Exchange implemented 41% of the after -tax interest plan after only 1 quarter The Vietnam Securities Exchange (VNX) announced the business results of the first quarter of 2024 with total revenue and after -tax interest of nearly VND 585 billion and nearly 575 billion dong respectively, equivalent to 21% and 41% of the plan.The year planned. Most VNX's revenue comes from capital investment in subsidiaries with nearly 573 billion dong, of which two subsidiaries, HOSE, contributed nearly 449 billion dong and HNX contributed nearly 124 billion dong.In addition, financial activities bring nearly 12 billion dong and professional activities",What was the total revenue of the Vietnam Securities Exchange (VNX) in the first quarter of 2024?,Nearly VND 585 billion.,https://vietstock.vn/2024/05/so-giao-dich-chung-khoan-viet-nam-thuc-hien-41-ke-hoach-lai-sau-thue-chi-sau-1-quy-737-1189213.htm
"(ĐTCK) Oil price is forecast to continue anchoring in the context of many impact factors, this makes experts predict in 2024 petroleum stocks will have great potential for growth in the second quarter./2024. The ""bright"" picture of the oil and gas industry Currently, experts are expecting oil prices to continue to anchor at a high level, because the supply of crude oil in the world in 2024 is forecast to be maintained at a low level due to the move to maintain voluntary production.OPEC+. According to experts from VPS Securities Joint Stock Company (VPS), with the current world situation, factors","What do experts predict about petroleum stocks in the second quarter of 2024?

",Experts predict that petroleum stocks will have great potential for growth in the second quarter of 2024.,https://www.tinnhanhchungkhoan.vn/trien-vong-tu-nhom-nganh-dau-khi-trong-quy-ii2024-post345117.html
"Investment star D.C continuously sells HAH shares, reducing ownership to below the threshold of 9% Sao A D.C Investment Joint Stock Company has just announced 2 consecutive semi -shares of shares of Hai An Transport and Costnets (HOSE: HAH), respectively in May 7 and 13, reducing the ownership ratebelow the threshold of 9%. Specifically, star investment has published information on 2 transactions selling HAH shares in recent days, including 743.6 thousand shares on May 13 and 190,000 shares on May 7, to adjust the portfolioinvest.After the transactions, this organization reduced its ownership in HAH to nearly 9.4 million shares (8.87%).",How many HAH shares did Sao A D.C Investment Joint Stock Company sell on May 13?,743.6 thousand shares.,https://vietstock.vn/2024/05/dau-tu-sao-a-dc-lien-tiep-ban-co-phieu-hah-giam-so-huu-xuong-duoi-nguong-9-739-1190626.htm
"According to the planning of Quang Ninh province in the period of 2021 - 2030, vision to 2050. By 2030, Quang Ninh province will become a city directly under the Central Government with 7 cities: Ha Long, Cam Pha, Uong Bi, NongCai - Hai Ha, Dong Trieu, Quang Yen and Van Don. Thus, the road along the river connecting Ha Long - Hai Phong highway to Dong Trieu town when completed also contributes to connecting three cities in Quang Ninh province is Uong Bi city and 2 future cities (Dong Dong (Dong.Trieu and Quang Yen).",By what year does Quang Ninh province plan to become a city directly under the Central Government?,By 2030.,https://cafef.vn/toan-canh-tuyen-duong-9400-ty-dang-xay-dung-rong-10-lan-xe-se-ket-noi-3-thanh-pho-cua-tinh-quang-ninh-188240604114030573.chn
"After a long time of quiet transactions, MVN shares of Vietnam Maritime Corporation - JSC (VIMC) suddenly increased.After 4 sessions, this shipping stock has increased by 40% to VND 26,200/share, the highest within 22 months.The market capitalization has an additional VND 9,200 billion to the threshold of VND 31,400 billion, thereby bringing MVN back to the billion -dollar club capitalization on the stock exchange. The rising momentum of the ""big"" stock of the maritime industry took place immediately after the enterprise closed the right to attend the extraordinary shareholder meeting in 2024. The last registration date is June 26 and",On what date did MVN shares reach their highest price within 22 months?,June 26.,https://cafef.vn/co-phieu-tang-dung-dung-len-dinh-22-thang-truoc-them-hop-dhdcd-bat-thuong-ga-khong-lo-nganh-logistics-tro-lai-cau-lac-bo-von-hoa-ty-usd-188240611201014298.chn
"Singapore is expected to become a leading gold center when the transaction is turning to the East, according to the World Gold Council (WGC). Mr. Shaokai Fan - Director of Asia - Pacific region and Director of the Global Central Bank of WGC, said that the gold consumption in emerging big economies is increasing, mostly concentrated in ChauASIAN. In addition, Singapore has a geographical location close to the central banks of emerging markets that are actively buying gold. ""The focus of the gold market is moving to the east, and Singapore has great potential to become the center,"" Mr. Fan",Who is the Director of the Asia-Pacific region for the World Gold Council?,Mr. Shaokai Fan.,https://cafef.vn/quoc-gia-dong-nam-a-co-kha-nang-thay-the-new-york-london-de-tro-thanh-trung-tam-vang-hang-dau-the-gioi-18824061119542703.chn
"Business news MWG: On June 11, the Board of Directors of MWG approves a plan to divide dividends from money from profit retained by existing shareholders.Accordingly, MWG is expected to dividend in 2023 in cash at 5% (1 CP receives VND 500). TCB: Vietnam Technology Commercial Joint Stock Bank - Techcombank (TCB - HOSE) announced that on June 21, the list of shareholders will issue stocks increasing capital from equity at a ratio of 1: 1,The equivalent of TCB will issue more than 3.52 billion new shares in this phase. ORS: Tien Phong Securities Joint Stock Company - TPBS (ORS",When did the Board of Directors of MWG approve the plan to divide dividends in 2023?,June 11.,https://cafef.vn/lich-su-kien-va-tin-van-chung-khoan-ngay-12-6-2024-188240611203840777.chn
"The final round of Euro 2024 is approaching, copyrighted television stations or shared copyrights are rushing to launch attractive preferential packages to attract customers, cable TV Vietnam (VTVcab)Exception. According to the introduction, on the VTVcab system, the audience will enjoy the eye of the passionate football party, the uncompromising battle between the 24 best teams in Europe, where the excellent stars compete onTV and online television - OTT (ON, ON Plus).On this occasion, VTVcab also offers great incentives nationwide such as 200 -channel and 220Mbps TV package, only 220,000 VND/ month and many other attractive incentives and gifts. Despite the",What is the monthly cost of the VTVcab TV package during the Euro 2024 promotion?,"VND 220,000.",https://cafef.vn/canh-tranh-gay-gat-tu-netflix-youtube-wetv-lai-them-web-lau-xem-bong-da-vtvcab-lo-that-thu-du-duoc-chia-se-ban-quyen-phat-song-euro-2024-188240612085402884.chn
